State,Year,Total Banks,Avg ROA,Avg Capital Ratio,Total Assets,Avg Uninsured Deposit Pct
CA,2023,137,1.136406683684315,34.872361783885424,2642177019,37.372310948007566
CA,2024,134,1.1372620273641247,22.137611884647484,2267878723,36.756561865149955
CA,2025,129,1.483477521908909,18.36906303908581,2311691818,37.85372704995057
CO,2018,82,1.1865990582709816,21.136448394562183,255726503,21.551907218765624
CO,2019,77,1.1809799165439911,23.453634297032792,235767012,22.68632904796142
CO,2020,74,0.8106238702962368,17.599056790502992,276428402,24.690951373889018
CO,2021,74,0.9990271125507039,15.960999940053185,321729850,27.76548483842251
CO,2022,73,0.7805060050144808,15.821665795664948,351177661,29.128809135821456
CO,2023,71,1.0074600003220207,17.95889047609211,403255091,25.916674553393246
CO,2024,69,0.5121152898500689,17.710763089917197,390123759,24.896731806640542
CO,2025,66,0.8871179254141688,17.856978390931832,319049793,25.156241883711925
CT,2018,41,1.333261622025249,24.30494992212489,449707075,21.66316297608078
CT,2019,38,2.383734715270685,24.700312054144934,469665316,23.08392668717432
CT,2020,35,1.0461137842779409,18.683525262758877,507758888,25.045619465526574
CT,2021,32,2.1036046478177415,21.123219222021753,540369644,28.58946624453489
CT,2022,32,1.3234602099164854,24.65738315005291,490152352,29.39449875932006
CT,2023,30,0.8115096355506206,11.041789172387375,454494424,25.984011864519196
CT,2024,29,0.7621684341710913,11.29439278343939,470074550,25.13661262901703
CT,2025,29,0.8642065462401746,11.715298650197736,494579630,26.23852243904639
DC,2018,3,0.31871308233926604,16.80362470412622,4763206,31.270226594105395
DC,2019,3,0.4515469420988765,16.079223306482653,5304507,32.076929641392304
DC,2020,4,-1.3159157696531576,8.280974421699701,6381976,32.05607779567332
DC,2021,4,-0.3937378004092965,8.947993483449032,9222747,35.714636655277374
DC,2022,4,0.11716743885090893,11.52474114939382,10878120,32.65644232257754
DC,2023,4,0.36170492472909627,11.267808537629922,11737001,33.26736785600822
DC,2024,4,0.5666580324708865,11.163125390256461,12553308,31.161032758895704
DC,2025,4,-0.06908440036008501,11.005773416025441,12591693,31.548353735618704
DE,2018,31,6.451437297708784,1238.278518311749,4243803980,39.83239790053677
DE,2019,32,6.308068324795255,337.80822758096355,4076506704,37.62478873040905
DE,2020,31,8.34161875283083,121.7971845808348,4540534426,41.66491349522488
DE,2021,29,10.179681993434333,117.72656164937366,4839269333,43.12855634311834
DE,2022,29,10.627348284616492,131.38901179629718,5078885173,38.97233763337715
DE,2023,27,11.832962211716907,141.18227810929113,5128734936,37.76539886341106
DE,2024,26,11.410487106296317,143.94247374796836,5181191473,40.12418742892945
DE,2025,26,11.536266880852594,143.86448410077818,4666567224,41.86879677990216
FL,2018,131,1.052188466453166,29.87410608093738,783154588,28.776844031531503
FL,2019,118,1.0766254553150385,32.061762113945846,801708763,30.774197639286264
FL,2020,107,0.8268447367000931,25.559512669898602,945088392,33.5846140463642
FL,2021,105,1.329596662846872,27.404860235234377,1034165279,39.26654184275723
FL,2022,100,0.9378731813783212,26.71351806185057,1114191740,40.25363648889802
FL,2023,94,1.2741193224392688,23.16797268589204,1144909767,35.7733163785339
FL,2024,90,1.2709636740867836,23.28063010277538,1196072028,35.82037500154741
FL,2025,90,1.169735255398048,21.876283236561196,1338666937,37.06405446055753
FM,2018,1,1.4389786520362884,40.1626900556775,660807,59.89648624732841
FM,2019,1,1.5095937187479997,37.63391211293343,700596,59.97139772661148
FM,2020,1,1.2724141963605125,41.781079128550076,750481,58.83387407659603
FM,2021,1,0.8725597942282638,42.29047671404078,832530,58.8586506568401
FM,2022,1,0.9719282049718054,42.127978100314614,860375,61.279149851530136
FM,2023,1,1.5510669193128872,44.37170195866277,876726,60.84997734728975
FM,2024,1,1.70437084517054,47.98800118636552,923108,54.63185584134426
FM,2025,1,1.5598577878883073,49.69826513517708,1056366,64.59729624431154
GA,2018,177,1.2463856806356366,20.759974503203992,1265896558,19.80675426056657
GA,2019,172,1.2149311572952164,24.317731182048384,1230680205,21.215603959506325
GA,2020,161,0.934377325419214,15.322842470964213,653005138,23.404704068316796
GA,2021,157,1.213351618136087,14.803187903572587,674647596,26.956047885377956
GA,2022,151,1.1225182444919537,14.639246929265427,600601903,28.838707248000194
