Year,Total Banks,Avg Assets,Avg ROA,Avg ROE,Avg NIM,Avg Efficiency Ratio,Avg Capital Ratio,Avg Uninsured Deposit Pct,Total Net Income
2018,5679,3198378.173265773,1.3025015575362893,9.689206584806369,60263.03481311564,69.09041720523311,30.39798370827462,21.243602002272866,588229362.0
2019,5441,3470208.9019470187,1.332703551330855,9.685173255704761,64798.748661846184,70.15536707122132,25.298331937522736,21.80799040345596,599316649.0
2020,5188,4160667.0819415958,1.2067861179951025,8.786455658990691,65107.998481136696,69.90829374698309,17.672929116491613,23.351734258369255,293028550.0
2021,5052,4666149.569651991,1.488766696688671,11.323595149441482,65766.73472879139,75.50048292181967,16.32529479940562,25.952937076931775,721345945.0
2022,4875,4960463.48701063,1.295319205564746,10.938312952073685,78922.78628297862,72.79273794969356,15.826635986783073,27.41134066357311,645468666.0
2023,4748,5060958.726827711,1.330345856465574,16.319508170372355,93311.85824879872,69.11919297864972,16.303441005115058,25.495337002522778,707053049.0
2024,4646,5277128.519108454,1.276481397962556,10.639245324291807,94625.98401614751,71.09856034481888,17.041267022843112,25.356245842993076,675756327.0
2025,4538,5641929.900877733,1.4148875976412174,10.66068535475535,102156.4655781855,68.21298851116016,18.627911466524296,25.913411684167375,729087933.0
